kategoria,transkrypt,gc_5prime,gc_overall,dlugosc
INTRONIC,"ENSG00000226933[1,1,1]|retro_human_191|NRBF2P2-201|processed_pseudogene|chr3:46039123-46040084(+)",0.59,0.4672216441207076,961
INTRONIC,"ENSG00000235695[1,1,1]|HIGD2AP2-201|processed_pseudogene|chr3:47682637-47683046(+)",0.58,0.5745721271393643,409
INTRONIC,"ENSG00000235627[1,1,1]|retro_human_5554|SNRPFP4-201|processed_pseudogene|chr3:48188284-48188626(+)",0.39,0.40350877192982454,342
INTRONIC,"ENSG00000231884[1,1,1]|retro_human_5553|NDUFB1P1-201|processed_pseudogene|chr3:48208665-48208945(+)",0.58,0.44642857142857145,280
INTRONIC,"ENSG00000229759[1,1,1]|retro_human_5435|MRPS18AP1-201|processed_pseudogene|chr3:48284076-48284764(-)",0.5,0.5334302325581395,688
INTRONIC,"ENSG00000228638[1,1,1]|retro_human_5438|FCF1P2-201|transcribed_processed_pseudogene|chr3:48318508-48319191(-)",0.43,0.41142020497803805,683
INTRONIC,"ENSG00000239576[1,1,1]|retro_human_5551|COX6CP14-201|processed_pseudogene|chr3:49788303-49788577(+)",0.49,0.41605839416058393,274
INTRONIC,"ENSG00000213587[1,1,1]|retro_human_72|AC126120.1-201|processed_pseudogene|chr3:50749398-50749968(-)",0.49,0.44035087719298244,570
INTRONIC,"ENSG00000226360[1,1,1]|retro_human_1010|RPL10AP6-201|processed_pseudogene|chr3:61785672-61786424(-)",0.58,0.4920212765957447,752
INTRONIC,"ENSG00000239926[1,1,1]|retro_human_8989|PRDX3P4-201|processed_pseudogene|chr3:64217935-64218781(+)",0.52,0.43380614657210403,846
INTRONIC,"ENSG00000244226[1,1,1]|retro_human_8991|ILF2P1-201|processed_pseudogene|chr3:65730895-65732163(+)",0.51,0.49369085173501576,1268
INTRONIC,"ENSG00000223409[1,1,1]|retro_human_5162|RPL17P17-201|processed_pseudogene|chr3:65887532-65888189(+)",0.44,0.4231354642313546,657
INTRONIC,"ENSG00000214552[1,1,1]|retro_human_10664|COPS8P2-201|processed_pseudogene|chr3:68190519-68191246(+)",0.52,0.4649243466299862,727
INTRONIC,"ENSG00000239263[1,1,1]|RBM43P1-201|processed_pseudogene|chr3:69508257-69509438(-)",0.4,0.37341236240474174,1181
INTRONIC,"ENSG00000242960[1,1,1]|retro_human_4769|FTH1P23-201|processed_pseudogene|chr3:72970872-72971522(+)",0.74,0.5246153846153846,650
INTRONIC,"ENSG00000243422[1,1,2]|AC108724.2-201|processed_pseudogene|chr3:75677830-75678398(-)",0.36,0.44014084507042256,568
INTRONIC,"ENSG00000241622[1,1,1]|retro_human_4773|RARRES2P1-201|processed_pseudogene|chr3:75711677-75712258(+)",0.7,0.6729776247848537,581
INTRONIC,"ENSG00000240404[1,1,1]|retro_human_6020|SETP6-201|processed_pseudogene|chr3:81666183-81666569(+)",0.54,0.4326424870466321,386
INTRONIC,"ENSG00000240404[1,1,1]|AC017015.1-201|processed_pseudogene|chr3:81666183-81666569(+)",0.54,0.4326424870466321,386
INTRONIC,"ENSG00000241535[1,1,1]|retro_human_1833|CBX5P1-201|processed_pseudogene|chr3:88171182-88171843(-)",0.45,0.4069591527987897,661
INTRONIC,"ENSG00000242457[1,1,1]|retro_human_1838|RBBP4P2-201|processed_pseudogene|chr3:96774310-96775674(-)",0.58,0.43841642228739003,1364
INTRONIC,"ENSG00000239280[1,1,1]|AC108693.1-201|processed_pseudogene|chr3:116461972-116462504(-)",0.53,0.37969924812030076,532
INTRONIC,"ENSG00000242829[1,1,1]|retro_human_3132|RPS26P21-201|processed_pseudogene|chr3:122018320-122018768(+)",0.46,0.4799107142857143,448
INTRONIC,"ENSG00000242445[1,1,1]|retro_human_9009|RPL7AP11-201|processed_pseudogene|chr3:124213983-124214882(+)",0.53,0.5161290322580645,899
INTRONIC,"ENSG00000275348[1,1,1]|AC096861.1-201|processed_pseudogene|chr3:125202201-125202541(+)",0.54,0.4323529411764706,340
INTRONIC,"ENSG00000229048[1,1,1]|retro_human_2748|DUTP1-201|processed_pseudogene|chr3:128037557-128038127(+)",0.5,0.41403508771929826,570
INTRONIC,"ENSG00000242229[1,1,1]|retro_human_8579|RPS3AP14-201|processed_pseudogene|chr3:128527484-128528364(+)",0.4,0.3875,880
INTRONIC,"ENSG00000242992[1,1,1]|retro_human_2434|FTH1P4-201|processed_pseudogene|chr3:131509065-131509718(-)",0.67,0.5007656967840735,653
INTRONIC,"ENSG00000239483[1,1,1]|retro_human_2435|RPS15AP16-201|processed_pseudogene|chr3:131543453-131543913(-)",0.43,0.40652173913043477,460
INTRONIC,"ENSG00000240303[7,2,10]|retro_human_2376|HSPA8P19-201|processed_pseudogene|chr3:135362919-135404625(-)",0.54,0.43452380952380953,2016
INTRONIC,"ENSG00000249820[1,1,1]|AC055753.1-201|processed_pseudogene|chr3:136154661-136155650(+)",0.51,0.4924165824064712,989
INTRONIC,"ENSG00000231845[1,1,1]|retro_human_8227|HMGB3P14-201|processed_pseudogene|chr3:136915546-136916245(+)",0.47,0.402002861230329,699
INTRONIC,"ENSG00000214283[1,1,1]|retro_human_2086|RAD51AP1P1-201|processed_pseudogene|chr3:139639738-139640840(-)",0.44,0.39473684210526316,1102
INTRONIC,"ENSG00000240668[1,1,1]|retro_human_2080|KRT8P36-201|processed_pseudogene|chr3:140842014-140843554(-)",0.61,0.5733766233766234,1540
INTRONIC,"ENSG00000239207[1,1,1]|retro_human_10851|GAPDHP39-201|processed_pseudogene|chr3:141518499-141519578(+)",0.45,0.4819277108433735,1079
INTRONIC,"ENSG00000241429[1,1,1]|retro_human_5059|EEF1A1P25-201|processed_pseudogene|chr3:141565727-141567094(+)",0.46,0.45574250182882226,1367
INTRONIC,"ENSG00000178631[1,1,1]|retro_human_5077|ACTG1P1-201|processed_pseudogene|chr3:142241228-142242457(+)",0.54,0.5427176566314077,1229
INTRONIC,"ENSG00000243759[1,1,1]|retro_human_3206|ST13P15-201|processed_pseudogene|chr3:146263639-146264846(-)",0.61,0.4747307373653687,1207
INTRONIC,"ENSG00000239351[1,1,1]|retro_human_9088|NPM1P29-201|processed_pseudogene|chr3:152690315-152691218(-)",0.54,0.4053156146179402,903
INTRONIC,"ENSG00000242810[1,1,1]|MRPL42P6-201|processed_pseudogene|chr3:154232786-154233257(-)",0.3,0.34182590233545646,471
INTRONIC,"ENSG00000221962[1,1,1]|TMEM14EP-202|transcribed_processed_pseudogene|chr3:155107545-155108941(-)",0.4,0.3982808022922636,1396
INTRONIC,"ENSG00000221962[1,1,2]|TMEM14EP-201|transcribed_processed_pseudogene|chr3:155108377-155108941(-)",0.4,0.4326241134751773,564
INTRONIC,"ENSG00000230457[1,1,1]|retro_human_8656|PA2G4P4-201|processed_pseudogene|chr3:159584206-159585488(-)",0.58,0.47581903276131043,1282
INTRONIC,"ENSG00000184100[1,1,1]|retro_human_6644|BRD7P2-201|processed_pseudogene|chr3:162875395-162877439(+)",0.7,0.450587084148728,2044
INTRONIC,"ENSG00000241416[1,1,1]|retro_human_7042|KRT8P13-201|processed_pseudogene|chr3:173279896-173281006(+)",0.63,0.5765765765765766,1110
INTRONIC,"ENSG00000214192[1,1,1]|retro_human_8292|UBE2V1P2-201|processed_pseudogene|chr3:178513161-178513700(-)",0.49,0.4174397031539889,539
INTRONIC,"ENSG00000229638[1,1,1]|retro_human_10946|RPL4P4-201|processed_pseudogene|chr3:188233013-188234397(-)",0.63,0.4841040462427746,1384
INTRONIC,"ENSG00000237418[1,1,1]|AC069257.2-201|processed_pseudogene|chr3:199017503-199017758(-)",0.41,0.4470588235294118,255
INTRONIC,"ENSG00000250321[1,1,1]|AC079140.2-201|processed_pseudogene|chr4:336161-336403(-)",0.34,0.384297520661157,242
INTRONIC,"ENSG00000249047[1,1,1]|retro_human_4643|COX6B1P5-201|processed_pseudogene|chr4:2232975-2233324(+)",0.39,0.4813753581661891,349
INTRONIC,"ENSG00000250342[1,1,1]|SNRPCP16-201|processed_pseudogene|chr4:9018583-9018893(-)",0.48,0.5161290322580645,310
INTRONIC,"ENSG00000237350[1,1,1]|retro_human_2441|CDC42P6-201|processed_pseudogene|chr4:22709104-22709780(-)",0.35,0.4260355029585799,676
INTRONIC,"ENSG00000249649[1,1,1]|retro_human_5217|MRPS33P2-201|processed_pseudogene|chr4:37975809-37976231(-)",0.5,0.4786729857819905,422
INTRONIC,"ENSG00000250568[1,1,1]|AC098591.3-201|processed_pseudogene|chr4:39943040-39943455(-)",0.43,0.44096385542168676,415
INTRONIC,"ENSG00000239627[1,1,1]|retro_human_6917|RPL12P20-201|processed_pseudogene|chr4:41362848-41363427(+)",0.49,0.459412780656304,579
INTRONIC,"ENSG00000249887[1,1,1]|AC108210.2-201|processed_pseudogene|chr4:41897942-41898243(+)",0.56,0.5249169435215947,301
INTRONIC,"ENSG00000251105[1,1,1]|retro_human_10827|AC110792.1-201|processed_pseudogene|chr4:57563816-57564140(+)",0.46,0.404320987654321,324
INTRONIC,"ENSG00000251111[1,1,1]|retro_human_8050|FCF1P8-201|processed_pseudogene|chr4:58839887-58840584(-)",0.44,0.4017216642754663,697
INTRONIC,"ENSG00000225405[1,1,1]|retro_human_2218|RPS15AP17-201|processed_pseudogene|chr4:65542920-65543410(-)",0.5,0.4326530612244898,490
INTRONIC,"ENSG00000248641[1,1,1]|retro_human_4267|HMGA1P2-201|processed_pseudogene|chr4:76442419-76442843(+)",0.55,0.5778301886792453,424
INTRONIC,"ENSG00000250214[1,1,1]|retro_human_10191|AC112225.1-201|processed_pseudogene|chr4:81205278-81205675(-)",0.49,0.380352644836272,397
INTRONIC,"ENSG00000249565[1,1,1]|retro_human_1440|SERBP1P5-201|processed_pseudogene|chr4:81521619-81522900(-)",0.65,0.5144418423106948,1281
INTRONIC,"ENSG00000251019[1,1,1]|retro_human_1441|HIGD1AP13-201|processed_pseudogene|chr4:81984482-81984871(-)",0.38,0.4087403598971722,389
INTRONIC,"ENSG00000213608[1,1,1]|retro_human_4680|SLC25A14P1-201|processed_pseudogene|chr4:86807531-86808532(+)",0.51,0.43756243756243757,1001
INTRONIC,"ENSG00000258013[1,1,1]|RPL3P13-201|processed_pseudogene|chr4:87874249-87874565(-)",0.43,0.4462025316455696,316
INTRONIC,"ENSG00000235043[1,1,1]|retro_human_7810|TECRP1-201|processed_pseudogene|chr4:90279010-90279555(-)",0.64,0.6201834862385321,545
INTRONIC,"ENSG00000248180[1,1,1]|retro_human_10580|GAPDHP60-201|processed_pseudogene|chr4:90536095-90537190(+)",0.54,0.5196347031963471,1095
INTRONIC,"ENSG00000187653[1,1,1]|retro_human_1061|TMSB4XP8-201|processed_pseudogene|chr4:94164336-94164571(-)",0.55,0.5106382978723404,235
INTRONIC,"ENSG00000248750[1,1,1]|AC020699.1-201|processed_pseudogene|chr4:96212332-96212877(+)",0.4,0.326605504587156,545
INTRONIC,"ENSG00000250651[1,1,1]|retro_human_10991|PABPC1P7-201|processed_pseudogene|chr4:106211015-106212628(+)",0.47,0.4190948543087415,1613
INTRONIC,"ENSG00000073331[1,13,8]|RTEL1P1-202|transcribed_processed_pseudogene|chr4:115605635-115693245(+)",0.34,0.3931034482758621,2900
INTRONIC,"ENSG00000251441[1,1,1]|retro_human_5474|RTEL1P1-201|transcribed_processed_pseudogene|chr4:115664431-115668216(+)",0.57,0.5941875825627477,3785
INTRONIC,"ENSG00000250966[1,1,1]|retro_human_5465|H3P14-201|processed_pseudogene|chr4:115873273-115873784(+)",0.53,0.4735812133072407,511
INTRONIC,"ENSG00000213492[1,1,2]|retro_human_60|NT5C3AP1-202|transcribed_processed_pseudogene|chr4:120878326-120879503(-)",0.49,0.4154630416312659,1177
INTRONIC,"ENSG00000213492[1,1,2]|NT5C3AP1-201|transcribed_processed_pseudogene|chr4:120878326-120879503(-)",0.49,0.4154630416312659,1177
INTRONIC,"ENSG00000251463[1,1,1]|retro_human_67|FKBP4P1-201|processed_pseudogene|chr4:121498324-121499771(-)",0.59,0.5169315825846579,1447
INTRONIC,"ENSG00000248394[1,1,1]|retro_human_6281|FOSL1P1-201|processed_pseudogene|chr4:131459440-131460356(+)",0.71,0.6342794759825328,916
INTRONIC,"ENSG00000234125[1,1,1]|retro_human_6279|EEF1GP8-201|processed_pseudogene|chr4:133206703-133207957(+)",0.5,0.5167464114832536,1254
INTRONIC,"ENSG00000248735[1,1,1]|retro_human_6277|R3HDM2P1-201|processed_pseudogene|chr4:136447290-136449350(+)",0.32,0.4621359223300971,2060
INTRONIC,"ENSG00000179967[1,1,1]|retro_human_4639|PPP1R14BP3-201|processed_pseudogene|chr4:142434507-142435052(-)",0.85,0.6752293577981652,545
INTRONIC,"ENSG00000178458[1,1,1]|retro_human_4640|H3P16-201|processed_pseudogene|chr4:143017696-143018207(-)",0.58,0.49706457925636005,511
INTRONIC,"ENSG00000250835[1,1,1]|retro_human_8777|LSM3P4-201|processed_pseudogene|chr4:145634420-145634829(+)",0.49,0.4156479217603912,409
INTRONIC,"ENSG00000243175[1,1,1]|retro_human_8289|RPSAP36-202|transcribed_processed_pseudogene|chr4:146741913-146743274(+)",0.47,0.4834680382072006,1361
INTRONIC,"ENSG00000243175[1,1,1]|RPSAP36-201|transcribed_processed_pseudogene|chr4:146741913-146743274(+)",0.47,0.4834680382072006,1361
INTRONIC,"ENSG00000225176[1,1,1]|retro_human_5029|ATP5MGP4-201|processed_pseudogene|chr4:152027548-152027955(-)",0.44,0.3955773955773956,407
INTRONIC,"ENSG00000250980[1,1,1]|retro_human_9406|NSA2P6-201|processed_pseudogene|chr4:156119075-156119944(-)",0.44,0.3993095512082854,869
INTRONIC,"ENSG00000231841[1,1,1]|retro_human_8627|FAM192BP-201|processed_pseudogene|chr4:156250596-156251458(+)",0.41,0.4651972157772622,862
INTRONIC,"ENSG00000213406[1,1,1]|retro_human_9408|ANXA2P1-201|processed_pseudogene|chr4:156632159-156633185(-)",0.46,0.46296296296296297,1026
INTRONIC,"ENSG00000249627[1,1,1]|retro_human_3598|AC017037.1-201|processed_pseudogene|chr4:161160831-161161402(+)",0.28,0.4010507880910683,571
INTRONIC,"ENSG00000251073[1,1,1]|retro_human_3597|NUDT19P5-201|processed_pseudogene|chr4:161534990-161535659(+)",0.61,0.4499252615844544,669
INTRONIC,"ENSG00000251596[1,1,1]|retro_human_7068|HADHAP1-201|processed_pseudogene|chr4:168750060-168752444(-)",0.51,0.4702181208053691,2384
INTRONIC,"ENSG00000214676[1,1,1]|retro_human_2135|RPL9P16-201|processed_pseudogene|chr4:172114787-172115454(+)",0.45,0.44227886056971516,667
INTRONIC,"ENSG00000242882[1,1,1]|retro_human_9983|RPL5P11-201|processed_pseudogene|chr4:176758769-176759762(-)",0.47,0.43705941591137965,993
INTRONIC,"ENSG00000251433[1,1,1]|retro_human_1973|CCNHP1-201|processed_pseudogene|chr4:185247870-185248648(-)",0.36,0.39331619537275064,778
INTRONIC,"ENSG00000249138[1,1,2]|retro_human_7433|SLED1-201|transcribed_processed_pseudogene|chr4:188141889-188142369(-)",0.45,0.5416666666666666,480
INTRONIC,"ENSG00000249138[1,1,2]|SLED1-202|transcribed_processed_pseudogene|chr4:188141889-188142369(-)",0.45,0.5416666666666666,480
INTRONIC,"ENSG00000285745[1,1,1]|AC104805.1-201|processed_pseudogene|chr4:189097716-189097936(-)",0.45,0.42272727272727273,220
INTRONIC,"ENSG00000261914[1,1,1]|retro_human_3213|RPL23AP60-201|processed_pseudogene|chr4:193562907-193563472(+)",0.42,0.46194690265486726,565
INTRONIC,"ENSG00000249485[1,1,1]|retro_human_8191|RBBP4P1-201|processed_pseudogene|chr5:14736516-14737892(-)",0.62,0.4491279069767442,1376
INTRONIC,"ENSG00000243538[1,1,1]|retro_human_2707|RPS26P28-201|processed_pseudogene|chr5:16841390-16841838(-)",0.48,0.5022321428571429,448
INTRONIC,"ENSG00000213430[1,1,1]|retro_human_439|HSPD1P1-201|processed_pseudogene|chr5:21990135-21991957(+)",0.64,0.4270032930845225,1822
INTRONIC,"ENSG00000250482[1,1,1]|retro_human_5814|DUX4L51-201|processed_pseudogene|chr5:31363419-31364628(+)",0.54,0.5392886683209264,1209
INTRONIC,"ENSG00000244073[1,1,1]|retro_human_5178|RPS4XP6-201|processed_pseudogene|chr5:37334838-37335735(+)",0.5,0.45261984392419174,897
INTRONIC,"ENSG00000228212[1,1,1]|retro_human_10276|OFD1P17-201|processed_pseudogene|chr5:37459139-37462257(+)",0.65,0.41661321359846054,3118
INTRONIC,"ENSG00000248216[1,1,1]|retro_human_7794|KCTD9P5-201|processed_pseudogene|chr5:37755270-37756540(-)",0.64,0.42913385826771655,1270
INTRONIC,"ENSG00000250422[1,1,1]|AC117529.2-201|processed_pseudogene|chr5:45811095-45813263(+)",0.4,0.3805350553505535,2168
INTRONIC,"ENSG00000251237[1,1,1]|B3GNTL1P1-201|processed_pseudogene|chr5:53717366-53717762(+)",0.65,0.4595959595959596,396
INTRONIC,"ENSG00000250853[1,1,1]|retro_human_9789|RNF138P1-201|processed_pseudogene|chr5:56357697-56358343(-)",0.49,0.39473684210526316,646
INTRONIC,"ENSG00000214244[1,1,1]|retro_human_4930|SETP21-201|processed_pseudogene|chr5:61278113-61279105(-)",0.54,0.4022177419354839,992
INTRONIC,"ENSG00000215032[1,1,1]|retro_human_10417|GNL3LP1-201|processed_pseudogene|chr5:61708268-61710011(-)",0.4,0.4911072862880092,1743
INTRONIC,"ENSG00000268942[1,1,1]|retro_human_10413|CKS1BP3-201|processed_pseudogene|chr5:63331826-63332163(-)",0.32,0.4332344213649852,337
INTRONIC,"ENSG00000241991[1,1,1]|AC114982.2-201|processed_pseudogene|chr5:63381439-63381897(-)",0.4,0.388646288209607,458
INTRONIC,"ENSG00000248803[1,1,1]|AC092349.1-201|processed_pseudogene|chr5:67444900-67445310(+)",0.48,0.47560975609756095,410
INTRONIC,"ENSG00000249238[1,1,1]|retro_human_11064|BCL9P1-201|processed_pseudogene|chr5:68458548-68461209(+)",0.49,0.47087561067267947,2661
INTRONIC,"ENSG00000248684[1,1,1]|retro_human_3571|BIN2P2-201|processed_pseudogene|chr5:76391619-76392987(+)",0.42,0.48903508771929827,1368
INTRONIC,"ENSG00000249014[1,1,1]|retro_human_4109|HMGN2P4-201|processed_pseudogene|chr5:76723504-76723985(-)",0.6,0.5571725571725572,481
INTRONIC,"ENSG00000251566[1,1,1]|retro_human_10957|HMGB1P35-201|transcribed_processed_pseudogene|chr5:77628441-77629136(+)",0.45,0.4201438848920863,695
INTRONIC,"ENSG00000251400[1,1,1]|retro_human_9166|ALDH7A1P1-201|processed_pseudogene|chr5:77772125-77773758(+)",0.55,0.4788732394366197,1633
INTRONIC,"ENSG00000244363[1,1,1]|retro_human_9168|RPL7P23-201|processed_pseudogene|chr5:78064902-78065749(+)",0.52,0.4344746162927981,847
INTRONIC,"ENSG00000249372[1,1,1]|retro_human_9162|ATP6V1G1P6-201|processed_pseudogene|chr5:78703978-78704412(+)",0.52,0.4838709677419355,434
INTRONIC,"ENSG00000213757[1,1,1]|retro_human_9581|RPS3AP20-201|processed_pseudogene|chr5:79768291-79769178(-)",0.46,0.41488162344983087,887
INTRONIC,"ENSG00000251050[1,1,1]|retro_human_3271|RBX1P2-201|processed_pseudogene|chr5:80503409-80503821(+)",0.44,0.4368932038834951,412
INTRONIC,"ENSG00000248794[1,1,1]|retro_human_3714|AC026436.1-201|processed_pseudogene|chr5:81726858-81727228(-)",0.47,0.4297297297297297,370
INTRONIC,"ENSG00000251552[1,1,1]|retro_human_3712|COQ10BP2-201|processed_pseudogene|chr5:83768636-83769460(-)",0.49,0.40048543689320387,824
INTRONIC,"ENSG00000251348[1,1,1]|retro_human_2889|HSPD1P11-201|processed_pseudogene|chr5:96270189-96271991(+)",0.57,0.40899001109877914,1802
INTRONIC,"ENSG00000251389[1,1,1]|retro_human_2897|YTHDF1P1-201|processed_pseudogene|chr5:97869757-97871503(+)",0.48,0.4742268041237113,1746
INTRONIC,"ENSG00000248350[1,1,1]|retro_human_7544|AC010265.1-201|processed_pseudogene|chr5:112873870-112874181(-)",0.48,0.40514469453376206,311
INTRONIC,"ENSG00000249947[1,1,1]|retro_human_9549|XBP1P1-201|processed_pseudogene|chr5:113395565-113396317(+)",0.55,0.4867021276595745,752
INTRONIC,"ENSG00000185641[1,1,1]|retro_human_2109|AC034236.1-201|processed_pseudogene|chr5:116564246-116564719(-)",0.6,0.47568710359408034,473
INTRONIC,"ENSG00000232916[1,1,1]|retro_human_1746|HMGN2P27-201|processed_pseudogene|chr5:116730407-116730777(-)",0.55,0.5027027027027027,370
INTRONIC,"ENSG00000197744[1,1,1]|retro_human_9545|PTMAP2-201|processed_pseudogene|chr5:119486798-119487225(+)",0.56,0.5081967213114754,427
INTRONIC,"ENSG00000248979[1,1,1]|retro_human_1762|LAMTOR3P2-201|processed_pseudogene|chr5:119653382-119653714(-)",0.36,0.39759036144578314,332
INTRONIC,"ENSG00000250539[1,1,1]|retro_human_7179|KRT8P33-201|processed_pseudogene|chr5:123917070-123918593(-)",0.61,0.5915955351280368,1523
INTRONIC,"ENSG00000213630[1,1,1]|retro_human_1709|BOLA3P3-201|processed_pseudogene|chr5:127180153-127180485(-)",0.54,0.46686746987951805,332
INTRONIC,"ENSG00000251032[1,1,1]|retro_human_1703|CUL1P1-201|processed_pseudogene|chr5:128304314-128306839(-)",0.49,0.4063366336633663,2525
INTRONIC,"ENSG00000072682[1,25,3]|retro_human_4940|AC063976.2-201|processed_pseudogene|chr5:132711661-132747785(-)",0.76,0.5220010476689366,3818
INTRONIC,"ENSG00000225364[1,1,1]|retro_human_4943|ATP6V0E1P1-201|processed_pseudogene|chr5:133468193-133468519(+)",0.47,0.4539877300613497,326
INTRONIC,"ENSG00000244921[1,1,1]|MTCYBP18-201|processed_pseudogene|chr5:135450215-135451062(-)",0.34,0.4592680047225502,847
INTRONIC,"ENSG00000247627[1,1,1]|MTND4P12-201|processed_pseudogene|chr5:135453572-135455049(-)",0.39,0.43940419769803657,1477
INTRONIC,"ENSG00000275506[1,1,1]|retro_human_2858|H3P25-201|processed_pseudogene|chr5:140137014-140137476(-)",0.47,0.4025974025974026,462
INTRONIC,"ENSG00000251453[1,1,1]|retro_human_1165|HAUS1P1-201|processed_pseudogene|chr5:141106884-141107816(+)",0.39,0.39914163090128757,932
INTRONIC,"ENSG00000248568[1,1,1]|retro_human_2452|KRT8P48-201|processed_pseudogene|chr5:147242216-147243536(-)",0.61,0.5727272727272728,1320
INTRONIC,"ENSG00000241907[1,1,1]|retro_human_2449|RPS20P4-201|processed_pseudogene|chr5:150558062-150558517(-)",0.55,0.42417582417582417,455
INTRONIC,"ENSG00000214485[1,1,1]|retro_human_1528|RPL7P1-201|processed_pseudogene|chr5:150630825-150631672(+)",0.45,0.42739079102715466,847
INTRONIC,"ENSG00000253119[1,1,1]|retro_human_5918|HNRNPA3P7-201|processed_pseudogene|chr5:154871360-154872442(-)",0.53,0.4685767097966728,1082
INTRONIC,"ENSG00000253218[1,1,1]|retro_human_10153|KLF3P1-201|processed_pseudogene|chr5:172794658-172795780(-)",0.49,0.49376114081996436,1122
INTRONIC,"ENSG00000251667[1,1,1]|retro_human_2336|BRCC3P1-201|processed_pseudogene|chr5:176852371-176853422(+)",0.45,0.45956232159847765,1051
INTRONIC,"ENSG00000253520[1,1,1]|retro_human_10576|AC136628.3-201|processed_pseudogene|chr5:180079773-180080163(-)",0.52,0.4282051282051282,390
INTRONIC,"ENSG00000225051[2,1,1]|retro_human_2726|HMGB3P22-202|transcribed_processed_pseudogene|chr5:180249328-180250001(+)",0.37,0.4175334323922734,673
INTRONIC,"ENSG00000236086[1,1,1]|retro_human_9322|HMGN2P28-201|processed_pseudogene|chr6:2205051-2205413(+)",0.51,0.4889502762430939,362
INTRONIC,"ENSG00000218868[1,1,1]|retro_human_3450|CNN3P1-201|processed_pseudogene|chr6:6403689-6404724(+)",0.61,0.4599033816425121,1035
INTRONIC,"ENSG00000219986[1,1,1]|retro_human_1344|BTF3P7-201|processed_pseudogene|chr6:6664104-6664692(-)",0.49,0.4489795918367347,588
INTRONIC,"ENSG00000217746[1,1,1]|AL096800.1-201|processed_pseudogene|chr6:7807125-7808118(-)",0.59,0.46727089627391744,993
INTRONIC,"ENSG00000218020[1,1,1]|retro_human_9763|THAP12P5-201|transcribed_processed_pseudogene|chr6:11382828-11385203(+)",0.5,0.3701052631578947,2375
INTRONIC,"ENSG00000184612[1,1,1]|retro_human_177|RPL7P26-201|processed_pseudogene|chr6:17402982-17403836(-)",0.42,0.41920374707259955,854
INTRONIC,"ENSG00000220517[1,1,1]|retro_human_561|ASS1P1-201|processed_pseudogene|chr6:24888391-24889728(-)",0.58,0.5534779356768885,1337
INTRONIC,"ENSG00000271108[1,1,1]|KATNBL1P5-201|processed_pseudogene|chr6:25113994-25114611(+)",0.39,0.33225283630470015,617
INTRONIC,"ENSG00000234127[3,4,1]|retro_human_5984|PAIP1P1-206|processed_pseudogene|chr6:30048634-30054683(-)",0.55,0.5186683260734287,3214
INTRONIC,"ENSG00000228415[1,1,1]|PTMAP1-205|processed_pseudogene|chr6:30497761-30498186(+)",0.53,0.48705882352941177,425
INTRONIC,"ENSG00000204194[1,1,1]|retro_human_8384|RPL12P1-201|processed_pseudogene|chr6:33221370-33221968(-)",0.55,0.4983277591973244,598
INTRONIC,"ENSG00000187762[1,1,1]|retro_human_5034|HSPE1P11-201|processed_pseudogene|chr6:34846271-34846681(+)",0.42,0.4268292682926829,410
INTRONIC,"ENSG00000218521[1,1,1]|AL589655.1-201|processed_pseudogene|chr6:37827528-37828110(-)",0.42,0.40378006872852235,582
INTRONIC,"ENSG00000181524[1,1,1]|retro_human_8344|RPL24P4-201|processed_pseudogene|chr6:42785441-42785961(-)",0.31,0.4576923076923077,520
INTRONIC,"ENSG00000179157[1,1,1]|retro_human_3338|RPS2P28-201|processed_pseudogene|chr6:43192342-43193183(+)",0.68,0.5790725326991677,841
INTRONIC,"ENSG00000277769[1,1,1]|retro_human_3339|RBM22P4-201|processed_pseudogene|chr6:44932743-44934083(+)",0.57,0.4746268656716418,1340
INTRONIC,"ENSG00000216854[1,1,1]|retro_human_2974|RPL17P26-201|processed_pseudogene|chr6:56712758-56713411(+)",0.47,0.4226646248085758,653
INTRONIC,"ENSG00000219085[1,1,1]|retro_human_5185|NPM1P37-201|processed_pseudogene|chr6:70885300-70886274(-)",0.51,0.39014373716632444,974
INTRONIC,"ENSG00000217767[1,1,1]|retro_human_10035|NDUFAB1P1-201|processed_pseudogene|chr6:71914997-71915557(+)",0.52,0.4642857142857143,560
INTRONIC,"ENSG00000235174[1,1,1]|retro_human_5181|RPL39P3-201|processed_pseudogene|chr6:74549755-74550011(-)",0.51,0.45703125,256
INTRONIC,"ENSG00000203489[1,1,1]|retro_human_10687|HMGB1P39-201|processed_pseudogene|chr6:76495829-76496808(-)",0.49,0.4821246169560776,979
INTRONIC,"ENSG00000261970[1,1,1]|AL391840.2-201|processed_pseudogene|chr6:80758238-80758705(+)",0.35,0.37259100642398285,467
INTRONIC,"ENSG00000219547[1,1,1]|retro_human_4794|RPL17P25-201|processed_pseudogene|chr6:81582351-81583006(-)",0.44,0.4213740458015267,655
INTRONIC,"ENSG00000219951[1,1,1]|retro_human_3753|AL391416.1-201|processed_pseudogene|chr6:84615571-84616665(+)",0.51,0.5356489945155393,1094
INTRONIC,"ENSG00000216990[1,1,1]|retro_human_3759|HSPD1P10-201|processed_pseudogene|chr6:88507525-88509301(+)",0.58,0.38963963963963966,1776
INTRONIC,"ENSG00000220418[1,1,1]|retro_human_1331|TUBB3P1-201|processed_pseudogene|chr6:90510994-90512426(+)",0.68,0.5963687150837989,1432
